stu4	charter	dcode	year	wchildpoverty_percent	housing_estimate	pop_estimate	white_percent	employee_ben	r4c	r1a	instr_sal_reg	instr_sal_special	ss_instr	aa_percent	ai_percent	asian_percent	pacific_percent	otherrac_percent	novehicle_percent	dif1	post1
1	0	03030	1995	0.135	8103	17474	0.930999994	3018000	255000	3156000			333000	0.021	0.004	0.005	0	0.02	0.050999999	-7	0
1	0	03030	1996	0.135	8103	17474	0.930999994	3380000	0	2928000			278000	0.021	0.004	0.005	0	0.02	0.050999999	-6	0
2	0	03030	1997	0.135	8103	17474	0.930999994	3627000	0	3495000			317000	0.021	0.004	0.005	0	0.02	0.050999999	-5	0
2	0	03030	1998	0.135	8103	17474	0.930999994	3671000	0	3687000			389000	0.021	0.004	0.005	0	0.02	0.050999999	-4	0
2	0	03030	1999	0.135	8103	17474	0.930999994	3931000	66000	3997000			442000	0.021	0.004	0.005	0	0.02	0.050999999	-3	0
2	0	03030	2000	0.135	8103	17474	0.930999994	4370000	43000	4274000			504000	0.021	0.004	0.005	0	0.02	0.050999999	-2	0
2	0	03030	2001	0.135	8103	17474	0.930999994	4739000	66000	4880000			541000	0.021	0.004	0.005	0	0.02	0.050999999	-1	0
2	0	03030	2002	0.135	8103	17474	0.930999994	5283000	98000	4952000			552000	0.021	0.004	0.005	0	0.02	0.050999999	0	1
2	1	03030	2003	0.135	8103	17474	0.930999994	5742000	17000	5366000			737000	0.021	0.004	0.005	0	0.02	0.050999999	1	1
2	0	03030	2004	0.135	8103	17474	0.930999994	5889000	0	5719000	6531000	1100000	732000	0.021	0.004	0.005	0	0.02	0.050999999	2	1
1	0	03030	2005	0.135	8103	17474	0.930999994	6161000	0	6190000	6382000	1137000	598000	0.021	0.004	0.005	0	0.02	0.050999999	3	1
1	0	03030	2006	0.135	8103	17474	0.930999994	2138376.16	19608.02	6662359.36	6502564.77	1063305.59	707181.36	0.021	0.004	0.005	0	0.02	0.050999999	4	1
1	0	03030	2007	0.135	8103	17474	0.930999994	2275528	0	7480831.6	6674147.72	1045851.188	706952.3125	0.021	0.004	0.005	0	0.02	0.050999999	5	1
1	0	03030	2008	0.135	8103	17474	0.930999994	2234674	0	7744646.46	6195380.88	905612.5	690343.0625	0.021	0.004	0.005	0	0.02	0.050999999	6	1
1	0	03030	2009	0.135	8103	17474	0.930999994	2047985.75	0	7205285	6761110.5	942821.25	663010.125	0.021	0.004	0.005	0	0.02	0.050999999	7	1
0	0	03050	1995	0.211	4200	8502	0.869000018	1804000	19000	1237000			460000	0.009	0.002	0.003	0	0.079999998	0.018999999	-1	0
0	0	03050	1996	0.211	4200	8502	0.869000018	1953000	17000	1218000			331000	0.009	0.002	0.003	0	0.079999998	0.018999999	0	1
1	1	03050	1997	0.211	4200	8502	0.869000018	2080000	19000	1189000			340000	0.009	0.002	0.003	0	0.079999998	0.018999999	1	1
1	0	03050	1998	0.211	4200	8502	0.869000018	2080000	23000	1212000			405000	0.009	0.002	0.003	0	0.079999998	0.018999999	2	1
0	0	03050	1999	0.211	4200	8502	0.869000018	2144000	31000	1275000			348000	0.009	0.002	0.003	0	0.079999998	0.018999999	3	1
1	0	03050	2000	0.211	4200	8502	0.869000018	2405000	29000	1328000			585000	0.009	0.002	0.003	0	0.079999998	0.018999999	4	1
1	0	03050	2001	0.211	4200	8502	0.869000018	2481000	47000	1157000			591000	0.009	0.002	0.003	0	0.079999998	0.018999999	5	1
1	0	03050	2002	0.211	4200	8502	0.869000018	2789000	38000	1318000			604000	0.009	0.002	0.003	0	0.079999998	0.018999999	6	1
0	0	03050	2003	0.211	4200	8502	0.869000018	2923000	0	1407000			504000	0.009	0.002	0.003	0	0.079999998	0.018999999	7	1
0	0	03050	2004	0.211	4200	8502	0.869000018	2813000	0	1490000	3275000	385000	568000	0.009	0.002	0.003	0	0.079999998	0.018999999	8	1
0	0	03050	2005	0.211	4200	8502	0.869000018	2950000	0	2938000	3117000	389000	533000	0.009	0.002	0.003	0	0.079999998	0.018999999	9	1
0	0	03050	2006	0.211	4200	8502	0.869000018	1017286.95	0	3204418.65	3216642.17	437853.04	535994.29	0.009	0.002	0.003	0	0.079999998	0.018999999	10	1
0	0	03050	2007	0.211	4200	8502	0.869000018	1012720.125	0	3404298.69	3348096.05	475078.5	394330.0313	0.009	0.002	0.003	0	0.079999998	0.018999999	11	1
0	0	03050	2008	0.211	4200	8502	0.869000018	949793.4375	0	3582141.45	3098785.95	422731.6875	329553.2813	0.009	0.002	0.003	0	0.079999998	0.018999999	12	1
0	0	03050	2009	0.211	4200	8502	0.869000018	968634.5	0	3718974.25	2890823	445818.75	348343.9688	0.009	0.002	0.003	0	0.079999998	0.018999999	13	1
0	0	03050	2010	0.211	4200	8502	0.869000018	867761.875	0	3928974.75	2707441.75	409576.8125	280116.375	0.009	0.002	0.003	0	0.079999998	0.018999999	14	1
0	0	03050	2011	0.211	4200	8502	0.869000018	942677.9375	0	3940814.75	2915761	339076	288679.125	0.009	0.002	0.003	0	0.079999998	0.018999999	15	1
0	0	03050	2012	0.211	4200	8502	0.869000018	785582.3125	0	3949242	2932621	319638	326496.4375	0.009	0.002	0.003	0	0.079999998	0.018999999	16	1
0	0	03050	2013	0.211	4200	8502	0.869000018	760240.3125	0	3934377	2930405	323009.4063	293794.9063	0.009	0.002	0.003	0	0.079999998	0.018999999	17	1
0	0	05010	1995	0.156	956	1109	0.964999974	198000	0	434000			0	0	0.014	0	0.002	0.001	0.018999999	-3	0
0	0	05010	1996	0.156	956	1109	0.964999974	220000	0	423000			0	0	0.014	0	0.002	0.001	0.018999999	-2	0
0	0	05010	1997	0.156	956	1109	0.964999974	263000	0	420000			0	0	0.014	0	0.002	0.001	0.018999999	-1	0
0	0	05010	1998	0.156	956	1109	0.964999974	274000	0	337000			0	0	0.014	0	0.002	0.001	0.018999999	0	1
0	1	05010	1999	0.156	956	1109	0.964999974	264000	0	515000			0	0	0.014	0	0.002	0.001	0.018999999	1	1
0	0	05010	2000	0.156	956	1109	0.964999974	293000	0	540000			14000	0	0.014	0	0.002	0.001	0.018999999	2	1
0	0	05010	2001	0.156	956	1109	0.964999974	309000	0	593000			16000	0	0.014	0	0.002	0.001	0.018999999	3	1
0	0	05010	2002	0.156	956	1109	0.964999974	332000	0	624000			13000	0	0.014	0	0.002	0.001	0.018999999	4	1
0	0	05010	2003	0.156	956	1109	0.964999974	353000	0	668000			13000	0	0.014	0	0.002	0.001	0.018999999	5	1
0	0	05010	2004	0.156	956	1109	0.964999974	369000	32000	717000	450000	27000	0	0	0.014	0	0.002	0.001	0.018999999	6	1
0	0	05010	2005	0.156	956	1109	0.964999974	398000	17000	776000	446000	42000	6000	0	0.014	0	0.002	0.001	0.018999999	7	1
0	0	05010	2006	0.156	956	1109	0.964999974	112886.26	0	809029.54	496850.02	56340.08	13076.42	0	0.014	0	0.002	0.001	0.018999999	8	1
0	0	05010	2007	0.156	956	1109	0.964999974	134107.1406	0	855913.71	547338.94	34336.37891	13834.71973	0	0.014	0	0.002	0.001	0.018999999	9	1
0	0	05010	2008	0.156	956	1109	0.964999974	135067.6875	0	921600.86	561781.53	35092.96094	19628.83008	0	0.014	0	0.002	0.001	0.018999999	10	1
0	0	05010	2009	0.156	956	1109	0.964999974	125357.5234	0	916862.3125	587329.4375	37243.05859	16697.0293	0	0.014	0	0.002	0.001	0.018999999	11	1
0	0	05010	2010	0.156	956	1109	0.964999974	139852.7031	0	934227.5625	639307.5	62215.42969	12361.34961	0	0.014	0	0.002	0.001	0.018999999	12	1
0	0	05010	2011	0.156	956	1109	0.964999974	146913.25	0	863912.25	589979.9375	62932.08984	0	0	0.014	0	0.002	0.001	0.018999999	13	1
0	0	05010	2012	0.156	956	1109	0.964999974	118296.5391	0	798740.125	534084.1875	48353.42969	184.3200073	0	0.014	0	0.002	0.001	0.018999999	14	1
0	0	05010	2013	0.156	956	1109	0.964999974	112993.5	0	794657.625	411477.1875	47029.5	367.0799866	0	0.014	0	0.002	0.001	0.018999999	15	1
0	0	05010	2014	0.156	956	1109	0.964999974	121378.1406	0	822713.8125	376055.5313	46982.42188	420.3999939	0	0.014	0	0.002	0.001	0.018999999	16	1
0	0	05010	2015	0.156	956	1109	0.964999974	128429.7891	0	802374.0625	333189.75	46050.5	1522.73999	0	0.014	0	0.002	0.001	0.018999999	17	1
0	0	05010	2016	0.156	956	1109	0.964999974	110880.3984	0	779256.82	334690.4688	24710.92969	756.6400146	0	0.014	0	0.002	0.001	0.018999999	18	1
3	0	09010	1995	0.169	32301	71921	0.934000015	12075000	141000	7604000			2445000	0.017999999	0.003	0.006	0	0.014	0.086000003	-6	0
3	0	09010	1996	0.169	32301	71921	0.934000015	14471000	57000	7688000			2512000	0.017999999	0.003	0.006	0	0.014	0.086000003	-5	0
3	0	09010	1997	0.169	32301	71921	0.934000015	14924000	27000	8110000			2439000	0.017999999	0.003	0.006	0	0.014	0.086000003	-4	0
3	0	09010	1998	0.169	32301	71921	0.934000015	14776000	0	8174000			2632000	0.017999999	0.003	0.006	0	0.014	0.086000003	-3	0
3	0	09010	1999	0.169	32301	71921	0.934000015	15065000	8000	8946000			2799000	0.017999999	0.003	0.006	0	0.014	0.086000003	-2	0
3	0	09010	2000	0.169	32301	71921	0.934000015	16949000	0	9330000			2377000	0.017999999	0.003	0.006	0	0.014	0.086000003	-1	0
3	0	09010	2001	0.169	32301	71921	0.934000015	18574000	150000	9324000			3008000	0.017999999	0.003	0.006	0	0.014	0.086000003	0	1
3	1	09010	2002	0.169	32301	71921	0.934000015	19014000	133000	9696000			2885000	0.017999999	0.003	0.006	0	0.014	0.086000003	1	1
3	0	09010	2003	0.169	32301	71921	0.934000015	20736000	373146	10552000			3123000	0.017999999	0.003	0.006	0	0.014	0.086000003	2	1
3	0	09010	2004	0.169	32301	71921	0.934000015	21598000	0	10659000	23608000	2793000	2722000	0.017999999	0.003	0.006	0	0.014	0.086000003	3	1
3	0	09010	2005	0.169	32301	71921	0.934000015	22176000	2501	11203000	23433000	3026000	3107000	0.017999999	0.003	0.006	0	0.014	0.086000003	4	1
3	0	09010	2006	0.169	32301	71921	0.934000015	7233218.52	0	11520721.67	22731184	3029022.97	2515526.03	0.017999999	0.003	0.006	0	0.014	0.086000003	5	1
3	0	09010	2007	0.169	32301	71921	0.934000015	6582308.5	0	14124078.48	22582854.13	3294300.75	3080993	0.017999999	0.003	0.006	0	0.014	0.086000003	6	1
3	0	09010	2008	0.169	32301	71921	0.934000015	7529673.5	150453	14660041.07	22553959.96	3324607.5	2996041.25	0.017999999	0.003	0.006	0	0.014	0.086000003	7	1
3	0	09010	2009	0.169	32301	71921	0.934000015	7669317.5	188361.6875	12714408	23208522	3392518.75	3049327.25	0.017999999	0.003	0.006	0	0.014	0.086000003	8	1
3	0	09010	2010	0.169	32301	71921	0.934000015	7936227	198059.2344	13150061	23117374	3938809	3315948	0.017999999	0.003	0.006	0	0.014	0.086000003	9	1
3	0	09010	2011	0.169	32301	71921	0.934000015	7617633.5	189291	13193065	20578582	3118196.75	2611049.5	0.017999999	0.003	0.006	0	0.014	0.086000003	10	1
1	0	09050	1995	0.236	3626	9414	0.94599998	2234000	0	5647000			207000	0.013	0	0.003	0	0.007	0.039000001	0	1
1	1	09050	1996	0.236	3626	9414	0.94599998	2656000	0	5670000			289000	0.013	0	0.003	0	0.007	0.039000001	1	1
1	0	09050	1997	0.236	3626	9414	0.94599998	2867000	0	5750000			310000	0.013	0	0.003	0	0.007	0.039000001	2	1
1	0	09050	1998	0.236	3626	9414	0.94599998	2510000	0	5950000			313000	0.013	0	0.003	0	0.007	0.039000001	3	1
1	0	09050	1999	0.236	3626	9414	0.94599998	2568000	0	5340000			393000	0.013	0	0.003	0	0.007	0.039000001	4	1
1	0	09050	2000	0.236	3626	9414	0.94599998	2820000	0	5302000			331000	0.013	0	0.003	0	0.007	0.039000001	5	1
1	0	09050	2001	0.236	3626	9414	0.94599998	2978000	0	5046000			341000	0.013	0	0.003	0	0.007	0.039000001	6	1
1	0	09050	2002	0.236	3626	9414	0.94599998	3207000	0	5204000			359000	0.013	0	0.003	0	0.007	0.039000001	7	1
1	0	09050	2003	0.236	3626	9414	0.94599998	3618000	69000	5425000			665000	0.013	0	0.003	0	0.007	0.039000001	8	1
1	0	09050	2004	0.236	3626	9414	0.94599998	3872000	17000	5572000	5194000	566000	716000	0.013	0	0.003	0	0.007	0.039000001	9	1
1	0	09050	2005	0.236	3626	9414	0.94599998	4237000	2000	5769000	5332000	549000	719000	0.013	0	0.003	0	0.007	0.039000001	10	1
1	0	09050	2006	0.236	3626	9414	0.94599998	1271282.05	1895.5	5691128.12	5333443.32	578541.26	724686.6	0.013	0	0.003	0	0.007	0.039000001	11	1
1	0	09050	2007	0.236	3626	9414	0.94599998	1213711.5	3543.23999	5885387.77	5203049.12	505624.9375	710442.6875	0.013	0	0.003	0	0.007	0.039000001	12	1
1	0	09050	2008	0.236	3626	9414	0.94599998	1178587.75	4117.660156	6122721.14	5369601.95	556399.125	587334.125	0.013	0	0.003	0	0.007	0.039000001	13	1
1	0	09050	2009	0.236	3626	9414	0.94599998	1188937.25	2994.51001	6108613.5	5366914	594696	644461.125	0.013	0	0.003	0	0.007	0.039000001	14	1
1	0	09050	2010	0.236	3626	9414	0.94599998	1130574	191090.375	6328152.5	5468685	653137.25	704136.125	0.013	0	0.003	0	0.007	0.039000001	15	1
1	0	09050	2011	0.236	3626	9414	0.94599998	1131309.625	170970.875	6407278.5	4852145.5	640659.25	514459	0.013	0	0.003	0	0.007	0.039000001	16	1
1	0	09050	2012	0.236	3626	9414	0.94599998	1111285.875	77211.24219	6026715.5	4773877.5	610409.8125	475096.4375	0.013	0	0.003	0	0.007	0.039000001	17	1
1	0	09050	2013	0.236	3626	9414	0.94599998	1148773.5	38437	5728307	4840568	620195.625	535735.375	0.013	0	0.003	0	0.007	0.039000001	18	1
1	0	09050	2014	0.236	3626	9414	0.94599998	1203252.5	0	5518916	4784856	575572.5	547940.1875	0.013	0	0.003	0	0.007	0.039000001	19	1
1	0	09050	2015	0.236	3626	9414	0.94599998	1238495	0	5057599.5	4476175	487646.7188	467262.4375	0.013	0	0.003	0	0.007	0.039000001	20	1
0	0	09050	2016	0.236	3626	9414	0.94599998	1218268.625	0	5752677.73	4237939	480766.25	473208.8125	0.013	0	0.003	0	0.007	0.039000001	21	1
3	0	11010	1995	0.454	14664	31303	0.368000001	9396000	887000	4232000			2797000	0.582000017	0.004	0.006	0.001	0.017000001	0.177000001	-1	0
3	0	11010	1996	0.454	14664	31303	0.368000001	10154000	208000	4310000			2274000	0.582000017	0.004	0.006	0.001	0.017000001	0.177000001	0	1
3	1	11010	1997	0.454	14664	31303	0.368000001	10307000	178000	4443000			2334000	0.582000017	0.004	0.006	0.001	0.017000001	0.177000001	1	1
2	0	12010	1995	0.18	10790	24373	0.910000026	4358000	27000	3369000			902000	0.050999999	0.004	0.008	0	0.005	0.071999997	0	1
2	1	12010	1996	0.18	10790	24373	0.910000026	4409000	0	3460000			861000	0.050999999	0.004	0.008	0	0.005	0.071999997	1	1
2	0	12010	1997	0.18	10790	24373	0.910000026	4678000	0	3580000			964000	0.050999999	0.004	0.008	0	0.005	0.071999997	2	1
2	0	12010	1998	0.18	10790	24373	0.910000026	4444000	0	3883000			793000	0.050999999	0.004	0.008	0	0.005	0.071999997	3	1
2	0	12010	1999	0.18	10790	24373	0.910000026	4615000	29000	4173000			782000	0.050999999	0.004	0.008	0	0.005	0.071999997	4	1
2	0	12010	2000	0.18	10790	24373	0.910000026	4440000	0	5054000			929000	0.050999999	0.004	0.008	0	0.005	0.071999997	5	1
2	0	12010	2001	0.18	10790	24373	0.910000026	4987000	0	5603000			989000	0.050999999	0.004	0.008	0	0.005	0.071999997	6	1
2	0	12010	2002	0.18	10790	24373	0.910000026	4922000	0	6766000			1012000	0.050999999	0.004	0.008	0	0.005	0.071999997	7	1
2	0	12010	2003	0.18	10790	24373	0.910000026	5300000	0	7757000			774000	0.050999999	0.004	0.008	0	0.005	0.071999997	8	1
2	0	12010	2004	0.18	10790	24373	0.910000026	5756000	0	8152000	8499000	329000	992000	0.050999999	0.004	0.008	0	0.005	0.071999997	9	1
2	0	12010	2005	0.18	10790	24373	0.910000026	5966000	0	8373000	8575000	304000	916000	0.050999999	0.004	0.008	0	0.005	0.071999997	10	1
1	0	12010	2006	0.18	10790	24373	0.910000026	1949573.39	4952.29	8656235.26	8825447.91	328119.43	1015524.17	0.050999999	0.004	0.008	0	0.005	0.071999997	11	1
1	0	12010	2007	0.18	10790	24373	0.910000026	1975779.5	0	9223764.04	8621271.02	282585	878377.3125	0.050999999	0.004	0.008	0	0.005	0.071999997	12	1
1	0	12010	2008	0.18	10790	24373	0.910000026	1772658.25	0	9613963.37	8939621.58	289913	794029.625	0.050999999	0.004	0.008	0	0.005	0.071999997	13	1
1	0	12010	2009	0.18	10790	24373	0.910000026	1695877.25	0	9111589	8999943	296449	783953.25	0.050999999	0.004	0.008	0	0.005	0.071999997	14	1
1	0	12010	2010	0.18	10790	24373	0.910000026	1662011.375	0	9116070	8485927	0	716582.5	0.050999999	0.004	0.008	0	0.005	0.071999997	15	1
1	0	12010	2011	0.18	10790	24373	0.910000026	1655217.625	0	9059473	7876990	0	384558.9063	0.050999999	0.004	0.008	0	0.005	0.071999997	16	1
1	0	12010	2012	0.18	10790	24373	0.910000026	1644780.125	0	8791108	8144173.5	0	264833.375	0.050999999	0.004	0.008	0	0.005	0.071999997	17	1
1	0	12010	2013	0.18	10790	24373	0.910000026	1679047.75	0	8587342	8288063.5	0	375942.9375	0.050999999	0.004	0.008	0	0.005	0.071999997	18	1
1	0	12010	2014	0.18	10790	24373	0.910000026	1882477.125	0	8653630	8348123.5	0	502211.9375	0.050999999	0.004	0.008	0	0.005	0.071999997	19	1
1	0	12010	2015	0.18	10790	24373	0.910000026	2032825.625	0	8845069	8482147	0	590296.75	0.050999999	0.004	0.008	0	0.005	0.071999997	20	1
1	0	12010	2016	0.18	10790	24373	0.910000026	1990214	0	9134575.15	7482937.5	0	364255.4063	0.050999999	0.004	0.008	0	0.005	0.071999997	21	1
3	0	13020	1995	0.324	20027	43050	0.686999977	14278000	493000	5745000			2389000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	-3	0
3	0	13020	1996	0.324	20027	43050	0.686999977	15164000	0	5620000			2544000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	-2	0
3	0	13020	1997	0.324	20027	43050	0.686999977	14125000	0	5757000			2834000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	-1	0
3	0	13020	1998	0.324	20027	43050	0.686999977	15617000	0	6601000			2758000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	0	1
3	1	13020	1999	0.324	20027	43050	0.686999977	14809000	2000	6658000			2786000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	1	1
3	0	13020	2000	0.324	20027	43050	0.686999977	15795000	2000	6969000			3484000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	2	1
3	0	13020	2001	0.324	20027	43050	0.686999977	16473000	1587000	6857000			4189000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	3	1
3	0	13020	2002	0.324	20027	43050	0.686999977	17656000	1648000	7161000			4715000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	4	1
3	0	13020	2003	0.324	20027	43050	0.686999977	20205000	1621345	7059000			4986000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	5	1
3	0	13020	2004	0.324	20027	43050	0.686999977	20688000	1695689	7398000	17137000	4104000	6180000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	6	1
3	0	13020	2005	0.324	20027	43050	0.686999977	21716000	1212000	7348000	20450000	3811000	5477000	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	7	1
3	0	13020	2006	0.324	20027	43050	0.686999977	7573092.35	0	7456617.8	18935278.38	3864436.63	6034734.57	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	8	1
3	0	13020	2007	0.324	20027	43050	0.686999977	7163969	0	7299407.87	18567716.18	3724179.75	5330182	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	9	1
3	0	13020	2008	0.324	20027	43050	0.686999977	6580611	0	9107705.75	17008917.6	3685669.25	4769832	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	10	1
3	0	13020	2009	0.324	20027	43050	0.686999977	6218702.5	0	11498061	16892256	3512670.75	5168924.5	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	11	1
3	0	13020	2010	0.324	20027	43050	0.686999977	6909951.5	0	11660141	17161156	3196310.75	6652661	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	12	1
3	0	13020	2011	0.324	20027	43050	0.686999977	5490127.5	0	12028839	15693534	2921513.5	4737883.5	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	13	1
3	0	13020	2012	0.324	20027	43050	0.686999977	5780451	0	11803244	15009836	2899652.75	4023331.25	0.231000006	0.005	0.016000001	0.001	0.016000001	0.125	14	1
2	0	13090	1995	0.112	10218	22254	0.846000016	4232000	6000	1652000			375000	0.057999998	0.007	0.050999999	0	0.004	0.052999999	-3	0
2	0	13090	1996	0.112	10218	22254	0.846000016	4746000	0	3032000			429000	0.057999998	0.007	0.050999999	0	0.004	0.052999999	-2	0
2	0	13090	1997	0.112	10218	22254	0.846000016	4928000	0	2286000			591000	0.057999998	0.007	0.050999999	0	0.004	0.052999999	-1	0
2	0	13090	1998	0.112	10218	22254	0.846000016	4912000	0	2973000			1089000	0.057999998	0.007	0.050999999	0	0.004	0.052999999	0	1
2	1	13090	1999	0.112	10218	22254	0.846000016	4710000	0	3934000			751000	0.057999998	0.007	0.050999999	0	0.004	0.052999999	1	1
2	0	13090	2000	0.112	10218	22254	0.846000016	4847000	0	3338000			768000	0.057999998	0.007	0.050999999	0	0.004	0.052999999	2	1
2	0	13090	2001	0.112	10218	22254	0.846000016	5212000	0	5413000			783000	0.057999998	0.007	0.050999999	0	0.004	0.052999999	3	1
2	0	13090	2002	0.112	10218	22254	0.846000016	5610000	0	5982000			867000	0.057999998	0.007	0.050999999	0	0.004	0.052999999	4	1
1	0	13110	1995	0.129	6098	13740	0.971000016	3106000	0	2199000			359000	0.004	0.001	0.003	0	0.01	0.052999999	-5	0
1	0	13110	1996	0.129	6098	13740	0.971000016	3388000	0	2237000			362000	0.004	0.001	0.003	0	0.01	0.052999999	-4	0
1	0	13110	1997	0.129	6098	13740	0.971000016	3690000	0	3039000			381000	0.004	0.001	0.003	0	0.01	0.052999999	-3	0
1	0	13110	1998	0.129	6098	13740	0.971000016	3469000	0	2942000			377000	0.004	0.001	0.003	0	0.01	0.052999999	-2	0
1	0	13110	1999	0.129	6098	13740	0.971000016	3684000	0	3083000			378000	0.004	0.001	0.003	0	0.01	0.052999999	-1	0
1	0	13110	2000	0.129	6098	13740	0.971000016	3803000	12000	3226000			382000	0.004	0.001	0.003	0	0.01	0.052999999	0	1
1	1	13110	2001	0.129	6098	13740	0.971000016	4742000	24000	3310000			386000	0.004	0.001	0.003	0	0.01	0.052999999	1	1
1	0	13110	2002	0.129	6098	13740	0.971000016	4339000	32000	4583000			319000	0.004	0.001	0.003	0	0.01	0.052999999	2	1
1	0	13110	2003	0.129	6098	13740	0.971000016	4610000	0	4949000			498000	0.004	0.001	0.003	0	0.01	0.052999999	3	1
1	0	13110	2004	0.129	6098	13740	0.971000016	4895000	0	5006000	5951000	943000	551000	0.004	0.001	0.003	0	0.01	0.052999999	4	1
1	0	13110	2005	0.129	6098	13740	0.971000016	5196000	0	5134000	5943000	844000	1059000	0.004	0.001	0.003	0	0.01	0.052999999	5	1
1	0	13110	2006	0.129	6098	13740	0.971000016	1862321.54	0	5353446.46	6219148.29	856886.69	679912.74	0.004	0.001	0.003	0	0.01	0.052999999	6	1
1	0	13110	2007	0.129	6098	13740	0.971000016	1997830.125	0	5357544.58	6203217.32	828201.6875	711996.625	0.004	0.001	0.003	0	0.01	0.052999999	7	1
1	0	13110	2008	0.129	6098	13740	0.971000016	1796174.75	0	5458837.79	6153743.27	766406.0625	579392.3125	0.004	0.001	0.003	0	0.01	0.052999999	8	1
1	0	13110	2009	0.129	6098	13740	0.971000016	1542306.125	0	5032665	6318939.5	792613.125	566864.625	0.004	0.001	0.003	0	0.01	0.052999999	9	1
1	0	13110	2010	0.129	6098	13740	0.971000016	1553828.25	80473.38281	5285383.5	6124710.5	796297.625	638392.3125	0.004	0.001	0.003	0	0.01	0.052999999	10	1
1	0	13110	2011	0.129	6098	13740	0.971000016	1655467.625	1043184.875	6437983.5	6266795.5	750046.875	669368	0.004	0.001	0.003	0	0.01	0.052999999	11	1
1	0	13110	2012	0.129	6098	13740	0.971000016	1666520.875	1269529	6520504.5	6287389	787474.625	630159.625	0.004	0.001	0.003	0	0.01	0.052999999	12	1
1	0	13110	2013	0.129	6098	13740	0.971000016	1622971.25	1247663	6291260.5	6355949.5	806284.625	620192.9375	0.004	0.001	0.003	0	0.01	0.052999999	13	1
1	0	13110	2014	0.129	6098	13740	0.971000016	1858063.625	1151943.875	6242557	6467817	1000762.563	811600.375	0.004	0.001	0.003	0	0.01	0.052999999	14	1
1	0	13110	2015	0.129	6098	13740	0.971000016	2171230.25	1083399.875	6219226	6577764.5	953186.9375	965040.125	0.004	0.001	0.003	0	0.01	0.052999999	15	1
1	0	13110	2016	0.129	6098	13740	0.971000016	2005874.75	766159.5	6471693.74	6464915	961008.125	547381.3125	0.004	0.001	0.003	0	0.01	0.052999999	16	1
0	0	15030	1995	0.103	1001	1751	0.971000016	382000	0	545000			4000	0.006	0.011	0	0	0	0.037999999	0	1
0	1	15030	1996	0.103	1001	1751	0.971000016	413000	0	683000			22000	0.006	0.011	0	0	0	0.037999999	1	1
0	0	15030	1997	0.103	1001	1751	0.971000016	413000	0	734000			53000	0.006	0.011	0	0	0	0.037999999	2	1
0	0	15030	1998	0.103	1001	1751	0.971000016	359000	0	647000			50000	0.006	0.011	0	0	0	0.037999999	3	1
0	0	15030	1999	0.103	1001	1751	0.971000016	377000	0	551000			46000	0.006	0.011	0	0	0	0.037999999	4	1
0	0	15030	2000	0.103	1001	1751	0.971000016	452000	0	977000			69000	0.006	0.011	0	0	0	0.037999999	5	1
0	0	15030	2001	0.103	1001	1751	0.971000016	509000	0	1130000			65000	0.006	0.011	0	0	0	0.037999999	6	1
0	0	15030	2002	0.103	1001	1751	0.971000016	550000	0	1329000			90000	0.006	0.011	0	0	0	0.037999999	7	1
0	0	15030	2003	0.103	1001	1751	0.971000016	671000	2000	1484000			113000	0.006	0.011	0	0	0	0.037999999	8	1
0	0	15030	2004	0.103	1001	1751	0.971000016	716000	43000	1627000	808000	87000	103000	0.006	0.011	0	0	0	0.037999999	9	1
0	0	15030	2005	0.103	1001	1751	0.971000016	795000	70000	1801000	808000	82000	140000	0.006	0.011	0	0	0	0.037999999	10	1
0	0	15030	2006	0.103	1001	1751	0.971000016	189531.04	0	2185551.52	823294.22	83970	132489.6	0.006	0.011	0	0	0	0.037999999	11	1
0	0	15030	2007	0.103	1001	1751	0.971000016	174786.4531	0	4254584.27	831519	86247	65534.10156	0.006	0.011	0	0	0	0.037999999	12	1
0	0	15030	2008	0.103	1001	1751	0.971000016	205601.0469	0	3944966.11	818726.71	101555.0469	124480.9375	0.006	0.011	0	0	0	0.037999999	13	1
0	0	15030	2009	0.103	1001	1751	0.971000016	208184.9063	0	3656368.25	855985.125	123482.5	121423.3672	0.006	0.011	0	0	0	0.037999999	14	1
0	0	15030	2010	0.103	1001	1751	0.971000016	234883.4219	0	2994859.75	832693.1875	123985.5938	197850.7188	0.006	0.011	0	0	0	0.037999999	15	1
