stu4	charter	dcode	year	wchildpoverty_percent	housing_estimate	pop_estimate	white_percent	employee_ben	r4c	r1a	instr_sal_reg	instr_sal_special	ss_instr	aa_percent	ai_percent	asian_percent	pacific_percent	otherrac_percent	novehicle_percent	dif1	post1
2	0	25180	1995	0.122	10463	24425	0.931999981	5622000	166000	6177000			661000	0.028000001	0.004	0.012	0	0.005	0.048	-9	0
2	0	25180	1996	0.122	10463	24425	0.931999981	5866000	38000	6630000			923000	0.028000001	0.004	0.012	0	0.005	0.048	-8	0
2	0	25180	1997	0.122	10463	24425	0.931999981	6012000	29000	6705000			709000	0.028000001	0.004	0.012	0	0.005	0.048	-7	0
2	0	25180	1998	0.122	10463	24425	0.931999981	5544000	0	6798000			737000	0.028000001	0.004	0.012	0	0.005	0.048	-6	0
2	0	25180	1999	0.122	10463	24425	0.931999981	5564000	0	7559000			827000	0.028000001	0.004	0.012	0	0.005	0.048	-5	0
2	0	25180	2000	0.122	10463	24425	0.931999981	5812000	0	7818000			1013000	0.028000001	0.004	0.012	0	0.005	0.048	-4	0
2	0	25180	2001	0.122	10463	24425	0.931999981	6173000	44000	8190000			1282000	0.028000001	0.004	0.012	0	0.005	0.048	-3	0
2	0	25180	2002	0.122	10463	24425	0.931999981	6592000	1000	8366000			1240000	0.028000001	0.004	0.012	0	0.005	0.048	-2	0
2	0	25180	2003	0.122	10463	24425	0.931999981	6957000	12625	8744000			838000	0.028000001	0.004	0.012	0	0.005	0.048	-1	0
2	0	25180	2004	0.122	10463	24425	0.931999981	7254000	736539	9087000	10334000	1585000	1287000	0.028000001	0.004	0.012	0	0.005	0.048	0	1
2	1	25180	2005	0.122	10463	24425	0.931999981	7606000	838378	9363000	10333000	1664000	1226000	0.028000001	0.004	0.012	0	0.005	0.048	1	1
2	0	25180	2006	0.122	10463	24425	0.931999981	2475411.38	882414.99	9540924.57	10663341.96	1694587.86	1239403.78	0.028000001	0.004	0.012	0	0.005	0.048	2	1
2	0	25180	2007	0.122	10463	24425	0.931999981	2655051.5	29708	10064062.19	11058159.9	1596588.375	1276580.875	0.028000001	0.004	0.012	0	0.005	0.048	3	1
2	0	25180	2008	0.122	10463	24425	0.931999981	2942605.5	20766.51953	10670236.07	11428418.98	1724487.375	1347890.875	0.028000001	0.004	0.012	0	0.005	0.048	4	1
2	0	25180	2009	0.122	10463	24425	0.931999981	2996008.25	34017.32031	9937624	11485504	1776337.25	1478342	0.028000001	0.004	0.012	0	0.005	0.048	5	1
2	0	25180	2010	0.122	10463	24425	0.931999981	3057442.75	15000	9982897	11138938	1861037.125	1520648	0.028000001	0.004	0.012	0	0.005	0.048	6	1
2	0	25180	2011	0.122	10463	24425	0.931999981	3181448	15000	8269852	10912867	1800709.125	1268233.125	0.028000001	0.004	0.012	0	0.005	0.048	7	1
2	0	25180	2012	0.122	10463	24425	0.931999981	3369377.25	0	8151242.5	10915433	1668808.5	977772.6875	0.028000001	0.004	0.012	0	0.005	0.048	8	1
2	0	25180	2013	0.122	10463	24425	0.931999981	2695027	0	7524743.5	10741390	1575923.375	1070979.125	0.028000001	0.004	0.012	0	0.005	0.048	9	1
2	0	25180	2014	0.122	10463	24425	0.931999981	2783552.5	14886.12988	7012181.5	10520776	1451646.375	1092361.625	0.028000001	0.004	0.012	0	0.005	0.048	10	1
2	0	25180	2015	0.122	10463	24425	0.931999981	3107784.5	598966.4375	7146191	10320267	1489011.5	1020777.313	0.028000001	0.004	0.012	0	0.005	0.048	11	1
2	0	25180	2016	0.122	10463	24425	0.931999981	3258812.25	569474.8125	7179253.21	10124773	1519841.875	1049248.25	0.028000001	0.004	0.012	0	0.005	0.048	12	1
0	0	25210	1995	0.343	2919	6482	0.441000015	1728000	0	1433000			91000	0.512000024	0.003	0	0	0	0.115000002	-4	0
0	0	25210	1996	0.343	2919	6482	0.441000015	1762000	0	1753000			237000	0.512000024	0.003	0	0	0	0.115000002	-3	0
0	0	25210	1997	0.343	2919	6482	0.441000015	1935000	0	1814000			263000	0.512000024	0.003	0	0	0	0.115000002	-2	0
0	0	25210	1998	0.343	2919	6482	0.441000015	1952000	0	1381000			257000	0.512000024	0.003	0	0	0	0.115000002	-1	0
0	0	25210	1999	0.343	2919	6482	0.441000015	2010000	0	1262000			276000	0.512000024	0.003	0	0	0	0.115000002	0	1
0	1	25210	2000	0.343	2919	6482	0.441000015	2219000	0	1587000			427000	0.512000024	0.003	0	0	0	0.115000002	1	1
1	0	26010	1995	0.269	6328	10277	0.976000011	1885000	0	1378000			231000	0.001	0.005	0.003	0.001	0.003	0.046999998	-1	0
1	0	26010	1996	0.269	6328	10277	0.976000011	2114000	0	1215000			251000	0.001	0.005	0.003	0.001	0.003	0.046999998	0	1
1	1	26010	1997	0.269	6328	10277	0.976000011	2320000	0	2176000			216000	0.001	0.005	0.003	0.001	0.003	0.046999998	1	1
1	0	26010	1998	0.269	6328	10277	0.976000011	2161000	0	2236000			222000	0.001	0.005	0.003	0.001	0.003	0.046999998	2	1
1	0	26010	1999	0.269	6328	10277	0.976000011	2333000	41000	2215000			257000	0.001	0.005	0.003	0.001	0.003	0.046999998	3	1
1	0	26010	2000	0.269	6328	10277	0.976000011	2515000	0	2189000			246000	0.001	0.005	0.003	0.001	0.003	0.046999998	4	1
1	0	26010	2001	0.269	6328	10277	0.976000011	2630000	0	2375000			254000	0.001	0.005	0.003	0.001	0.003	0.046999998	5	1
1	0	26010	2002	0.269	6328	10277	0.976000011	2772000	0	2443000			273000	0.001	0.005	0.003	0.001	0.003	0.046999998	6	1
1	0	26010	2003	0.269	6328	10277	0.976000011	2892000	0	2655000			278000	0.001	0.005	0.003	0.001	0.003	0.046999998	7	1
1	0	26010	2004	0.269	6328	10277	0.976000011	2899000	0	2737000	3482000	541000	386000	0.001	0.005	0.003	0.001	0.003	0.046999998	8	1
0	0	26010	2005	0.269	6328	10277	0.976000011	3117000	0	2915000	3578000	594000	398000	0.001	0.005	0.003	0.001	0.003	0.046999998	9	1
0	0	26010	2006	0.269	6328	10277	0.976000011	865161.79	0	3120880.28	3402612.4	608890.22	308582.36	0.001	0.005	0.003	0.001	0.003	0.046999998	10	1
0	0	26010	2007	0.269	6328	10277	0.976000011	854180.6875	0	3385894.12	3434863.89	674876.375	181653.5	0.001	0.005	0.003	0.001	0.003	0.046999998	11	1
0	0	26010	2008	0.269	6328	10277	0.976000011	807239.5	0	3524899	3453471	707501.625	175400.7969	0.001	0.005	0.003	0.001	0.003	0.046999998	12	1
0	0	26010	2009	0.269	6328	10277	0.976000011	813561.875	0	3255356	3382117.5	689457.4375	166098.1719	0.001	0.005	0.003	0.001	0.003	0.046999998	13	1
0	0	26010	2010	0.269	6328	10277	0.976000011	827409.3125	0	3375298	3139086.75	695615.125	178797.5156	0.001	0.005	0.003	0.001	0.003	0.046999998	14	1
0	0	26010	2011	0.269	6328	10277	0.976000011	622928.625	0	3352475.75	3224448.25	593033.6875	131917.2813	0.001	0.005	0.003	0.001	0.003	0.046999998	15	1
0	0	26010	2012	0.269	6328	10277	0.976000011	655473.5625	0	3307780.25	3006028.75	598382.8125	192626.3281	0.001	0.005	0.003	0.001	0.003	0.046999998	16	1
0	0	26010	2013	0.269	6328	10277	0.976000011	773758.75	0	3346434.5	2827441.25	558499.75	321537.25	0.001	0.005	0.003	0.001	0.003	0.046999998	17	1
0	0	26010	2014	0.269	6328	10277	0.976000011	717820.8125	18635	2930135.25	2755700.5	559335.875	321087.9375	0.001	0.005	0.003	0.001	0.003	0.046999998	18	1
0	0	26010	2015	0.269	6328	10277	0.976000011	671857.1875	0	2938353.25	2759511.75	465499.5	300191.7188	0.001	0.005	0.003	0.001	0.003	0.046999998	19	1
0	0	26010	2016	0.269	6328	10277	0.976000011	759569.4375	0	2962846.62	2622912.75	482089.4688	357056.9688	0.001	0.005	0.003	0.001	0.003	0.046999998	20	1
3	0	28010	1995	0.092	38967	78925	0.959999979	13398000	144000	18161000			2765000	0.004	0.008	0.006	0	0.004	0.050999999	-1	0
3	0	28010	1996	0.092	38967	78925	0.959999979	13704000	80000	20828000			2410000	0.004	0.008	0.006	0	0.004	0.050999999	0	1
3	1	28010	1997	0.092	38967	78925	0.959999979	14178000	80000	21058000			2414000	0.004	0.008	0.006	0	0.004	0.050999999	1	1
3	0	28010	1998	0.092	38967	78925	0.959999979	13788000	40000	22937000			2625000	0.004	0.008	0.006	0	0.004	0.050999999	2	1
3	0	28010	1999	0.092	38967	78925	0.959999979	14694000	37000	23570000			2757000	0.004	0.008	0.006	0	0.004	0.050999999	3	1
3	0	28010	2000	0.092	38967	78925	0.959999979	15963000	46000	25235000			3341000	0.004	0.008	0.006	0	0.004	0.050999999	4	1
1	0	30020	1995	0.263	6641	14968	0.971000016	2974000	246000	1824000			566000	0.003	0.002	0.004	0	0.005	0.088	-2	0
1	0	30020	1996	0.263	6641	14968	0.971000016	3152000	0	1912000			273000	0.003	0.002	0.004	0	0.005	0.088	-1	0
1	0	30020	1997	0.263	6641	14968	0.971000016	3133000	0	2009000			270000	0.003	0.002	0.004	0	0.005	0.088	0	1
1	1	30020	1998	0.263	6641	14968	0.971000016	3009000	0	2084000			234000	0.003	0.002	0.004	0	0.005	0.088	1	1
3	0	33020	1995	0.278	59159	122945	0.646000028	35828000	2552000	20064000			8617000	0.214000002	0.006	0.035	0.001	0.035999998	0.104000002	0	1
3	1	33020	1996	0.278	59159	122945	0.646000028	37385000	184000	20039000			7963000	0.214000002	0.006	0.035	0.001	0.035999998	0.104000002	1	1
0	0	33100	1995	0.071	2893	7329	0.972000003	1814000	80000	642000			166000	0.004	0.001	0.012	0	0.002	0.039999999	-4	0
0	0	33100	1996	0.071	2893	7329	0.972000003	1901000	0	941000			160000	0.004	0.001	0.012	0	0.002	0.039999999	-3	0
0	0	33100	1997	0.071	2893	7329	0.972000003	2198000	0	938000			184000	0.004	0.001	0.012	0	0.002	0.039999999	-2	0
0	0	33100	1998	0.071	2893	7329	0.972000003	2085000	0	1022000			204000	0.004	0.001	0.012	0	0.002	0.039999999	-1	0
0	0	33100	1999	0.071	2893	7329	0.972000003	2010000	0	1066000			160000	0.004	0.001	0.012	0	0.002	0.039999999	0	1
0	1	33100	2000	0.071	2893	7329	0.972000003	2015000	0	1148000			226000	0.004	0.001	0.012	0	0.002	0.039999999	1	1
0	0	33100	2001	0.071	2893	7329	0.972000003	2117000	0	1168000			224000	0.004	0.001	0.012	0	0.002	0.039999999	2	1
0	0	33100	2002	0.071	2893	7329	0.972000003	2221000	0	1527000			227000	0.004	0.001	0.012	0	0.002	0.039999999	3	1
0	0	33100	2003	0.071	2893	7329	0.972000003	2459000	0	1550000			290000	0.004	0.001	0.012	0	0.002	0.039999999	4	1
0	0	33100	2004	0.071	2893	7329	0.972000003	2704000	185000	1728000	3599000	611000	296000	0.004	0.001	0.012	0	0.002	0.039999999	5	1
0	0	33100	2005	0.071	2893	7329	0.972000003	3067000	183000	1926000	3767000	591000	316000	0.004	0.001	0.012	0	0.002	0.039999999	6	1
0	0	33100	2006	0.071	2893	7329	0.972000003	993126	209022	2051346	3862033	514276	319452	0.004	0.001	0.012	0	0.002	0.039999999	7	1
0	0	33100	2007	0.071	2893	7329	0.972000003	971789	213055	2145427	3878957	504995	265434	0.004	0.001	0.012	0	0.002	0.039999999	8	1
0	0	33100	2008	0.071	2893	7329	0.972000003	985928	205162	2296703	3735295	490383	431450	0.004	0.001	0.012	0	0.002	0.039999999	9	1
0	0	33100	2009	0.071	2893	7329	0.972000003	987440.0625	229575.1094	2199887.25	3808468.25	504817.7188	446600.25	0.004	0.001	0.012	0	0.002	0.039999999	10	1
0	0	33100	2010	0.071	2893	7329	0.972000003	843842.9375	49063.37109	2179772	3728604.5	562717.6875	469714.3438	0.004	0.001	0.012	0	0.002	0.039999999	11	1
0	0	33100	2011	0.071	2893	7329	0.972000003	874219.1875	63388.64063	2135545.25	3432402.25	475508.4688	470937.4688	0.004	0.001	0.012	0	0.002	0.039999999	12	1
0	0	33100	2012	0.071	2893	7329	0.972000003	877981.3125	36323.92969	2167445.5	3395510	415871.0625	359791.9375	0.004	0.001	0.012	0	0.002	0.039999999	13	1
0	0	33100	2013	0.071	2893	7329	0.972000003	912896	40275.48047	2052101.75	3551305.75	535989.8125	379308.625	0.004	0.001	0.012	0	0.002	0.039999999	14	1
0	0	33100	2014	0.071	2893	7329	0.972000003	992764.375	0	2200445.75	3543143.5	526466.4375	364945.625	0.004	0.001	0.012	0	0.002	0.039999999	15	1
0	0	33100	2015	0.071	2893	7329	0.972000003	1072275.75	0	2321215.25	3481675	515441.5313	437729.3125	0.004	0.001	0.012	0	0.002	0.039999999	16	1
0	0	33100	2016	0.071	2893	7329	0.972000003	1127336.75	0.100000001	2764769.16	3457444.75	509624.9688	328683.5625	0.004	0.001	0.012	0	0.002	0.039999999	17	1
2	0	33170	1995	0.082	10245	23105	0.782000005	6242000	0	7681000			1365000	0.054000001	0	0.134000003	0	0.005	0.057999998	-15	0
2	0	33170	1996	0.082	10245	23105	0.782000005	7150000	0	7954000			1539000	0.054000001	0	0.134000003	0	0.005	0.057999998	-14	0
2	0	33170	1997	0.082	10245	23105	0.782000005	7466000	0	8384000			1583000	0.054000001	0	0.134000003	0	0.005	0.057999998	-13	0
2	0	33170	1998	0.082	10245	23105	0.782000005	7260000	0	8671000			1642000	0.054000001	0	0.134000003	0	0.005	0.057999998	-12	0
2	0	33170	1999	0.082	10245	23105	0.782000005	7202000	0	9214000			1708000	0.054000001	0	0.134000003	0	0.005	0.057999998	-11	0
2	0	33170	2000	0.082	10245	23105	0.782000005	7559000	0	10228000			1828000	0.054000001	0	0.134000003	0	0.005	0.057999998	-10	0
2	0	33170	2001	0.082	10245	23105	0.782000005	7623000	0	10532000			1873000	0.054000001	0	0.134000003	0	0.005	0.057999998	-9	0
2	0	33170	2002	0.082	10245	23105	0.782000005	8077000	0	12311000			1852000	0.054000001	0	0.134000003	0	0.005	0.057999998	-8	0
2	0	33170	2003	0.082	10245	23105	0.782000005	9034000	0	12910000			1595000	0.054000001	0	0.134000003	0	0.005	0.057999998	-7	0
2	0	33170	2004	0.082	10245	23105	0.782000005	8330000	103000	14244000	11787000	1528000	1573000	0.054000001	0	0.134000003	0	0.005	0.057999998	-6	0
2	0	33170	2005	0.082	10245	23105	0.782000005	9345000	0	13680000	12274000	1578000	1222000	0.054000001	0	0.134000003	0	0.005	0.057999998	-5	0
2	0	33170	2006	0.082	10245	23105	0.782000005	3412632.7	0	14160131.99	12501491.43	1690714.07	1512905.19	0.054000001	0	0.134000003	0	0.005	0.057999998	-4	0
2	0	33170	2007	0.082	10245	23105	0.782000005	3734694.25	0	14716543.14	12899384.32	1753640.625	1482048.75	0.054000001	0	0.134000003	0	0.005	0.057999998	-3	0
2	0	33170	2008	0.082	10245	23105	0.782000005	3502870.25	0	17318033.38	13040966.72	1787084	1469192.875	0.054000001	0	0.134000003	0	0.005	0.057999998	-2	0
2	0	33170	2009	0.082	10245	23105	0.782000005	3435116.5	0	17262388	13448671	1872257.75	1574659.75	0.054000001	0	0.134000003	0	0.005	0.057999998	-1	0
2	0	33170	2010	0.082	10245	23105	0.782000005	3601758.75	0	17144570	13557517	1833817.625	1734819	0.054000001	0	0.134000003	0	0.005	0.057999998	0	1
2	1	33170	2011	0.082	10245	23105	0.782000005	3550550	288905.6563	16641947	12979853	1862911.25	1888630.125	0.054000001	0	0.134000003	0	0.005	0.057999998	1	1
2	0	33215	1995	0.153	9693	20981	0.736000001	5456000	0	8256000			1439000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	-4	0
2	0	33215	1996	0.153	9693	20981	0.736000001	6537000	0	8333000			1804000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	-3	0
2	0	33215	1997	0.153	9693	20981	0.736000001	6382000	0	8369000			1987000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	-2	0
2	0	33215	1998	0.153	9693	20981	0.736000001	5795000	0	8725000			2045000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	-1	0
2	0	33215	1999	0.153	9693	20981	0.736000001	5859000	279000	9053000			2049000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	0	1
2	1	33215	2000	0.153	9693	20981	0.736000001	6597000	166000	9342000			2248000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	1	1
2	0	33215	2001	0.153	9693	20981	0.736000001	7025000	0	11271000			2404000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	2	1
2	0	33215	2002	0.153	9693	20981	0.736000001	7335000	0	13274000			2680000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	3	1
2	0	33215	2003	0.153	9693	20981	0.736000001	7292000	0	14383000			2380000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	4	1
2	0	33215	2004	0.153	9693	20981	0.736000001	7505000	0	14166000	9552000	1371000	2194000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	5	1
2	0	33215	2005	0.153	9693	20981	0.736000001	7880000	315000	14505000	9509000	1269000	1848000	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	6	1
2	0	33215	2006	0.153	9693	20981	0.736000001	2658537.66	0	14576087.89	9609196.73	1413337.92	1827480.5	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	7	1
2	0	33215	2007	0.153	9693	20981	0.736000001	2912778.75	0	14911541.01	9788809.64	1568675.625	2098982	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	8	1
1	0	33215	2008	0.153	9693	20981	0.736000001	2787537.75	0	14676776.75	9341622.16	1621785.75	1969567.375	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	9	1
1	0	33215	2009	0.153	9693	20981	0.736000001	2793775.25	0	13517548	9554000	1731428.375	1892728.875	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	10	1
1	0	33215	2010	0.153	9693	20981	0.736000001	2822875.5	0	13510127	9570487	1736655.5	2072256.25	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	11	1
1	0	33215	2011	0.153	9693	20981	0.736000001	2859085.75	0	13272415	9063991	1700055.625	1770866	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	12	1
1	0	33215	2012	0.153	9693	20981	0.736000001	2817119.5	0	12935058	8633292	1586877.375	1892178.375	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	13	1
1	0	33215	2013	0.153	9693	20981	0.736000001	2923781.5	0	12726941	8978776	1559869.5	1859296.25	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	14	1
1	0	33215	2014	0.153	9693	20981	0.736000001	2898338.75	0	14260419	9269819	1217131.125	1441614.375	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	15	1
1	0	33215	2015	0.153	9693	20981	0.736000001	3083745.25	0	14070873	8377838.5	1180794.375	1255117.25	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	16	1
1	0	33215	2016	0.153	9693	20981	0.736000001	3179909.25	0	14843772.89	8395614	1208917.625	876366	0.150000006	0.002	0.030999999	0.003	0.023	0.086000003	17	1
1	0	34080	1995	0.259	5299	12946	0.934000015	2694000	0	1479000			217000	0.005	0.001	0.003	0	0.046	0.064000003	-2	0
1	0	34080	1996	0.259	5299	12946	0.934000015	2935000	0	1551000			238000	0.005	0.001	0.003	0	0.046	0.064000003	-1	0
1	0	34080	1997	0.259	5299	12946	0.934000015	3103000	0	2204000			245000	0.005	0.001	0.003	0	0.046	0.064000003	0	1
1	1	34080	1998	0.259	5299	12946	0.934000015	3060000	0	2270000			512000	0.005	0.001	0.003	0	0.046	0.064000003	1	1
1	0	34080	1999	0.259	5299	12946	0.934000015	3282000	0	2311000			527000	0.005	0.001	0.003	0	0.046	0.064000003	2	1
1	0	34080	2000	0.259	5299	12946	0.934000015	3906000	0	2407000			616000	0.005	0.001	0.003	0	0.046	0.064000003	3	1
1	0	34080	2001	0.259	5299	12946	0.934000015	4141000	0	2538000			745000	0.005	0.001	0.003	0	0.046	0.064000003	4	1
1	0	34080	2002	0.259	5299	12946	0.934000015	4260000	0	2685000			662000	0.005	0.001	0.003	0	0.046	0.064000003	5	1
1	0	34080	2003	0.259	5299	12946	0.934000015	4720000	0	2886000			755000	0.005	0.001	0.003	0	0.046	0.064000003	6	1
1	0	34080	2004	0.259	5299	12946	0.934000015	4837000	0	2969000	5075000	797000	768000	0.005	0.001	0.003	0	0.046	0.064000003	7	1
1	0	34080	2005	0.259	5299	12946	0.934000015	4912000	0	3171000	5090000	837000	698000	0.005	0.001	0.003	0	0.046	0.064000003	8	1
1	0	34080	2006	0.259	5299	12946	0.934000015	1463901.53	0	3343642.44	5228708.01	879738.76	598887.03	0.005	0.001	0.003	0	0.046	0.064000003	9	1
1	0	34080	2007	0.259	5299	12946	0.934000015	1461560.5	0	3566547.84	5509430.44	929489.0625	591292.1875	0.005	0.001	0.003	0	0.046	0.064000003	10	1
1	0	34080	2008	0.259	5299	12946	0.934000015	1458107.25	0	3804484.04	5435910.01	939231.125	638580.3125	0.005	0.001	0.003	0	0.046	0.064000003	11	1
1	0	34080	2009	0.259	5299	12946	0.934000015	1487079.75	0	3673557.5	5660957	934090.5625	707767.875	0.005	0.001	0.003	0	0.046	0.064000003	12	1
1	0	34080	2010	0.259	5299	12946	0.934000015	1615204.375	0	3855395.5	5411905	982955.8125	811809.375	0.005	0.001	0.003	0	0.046	0.064000003	13	1
1	0	34080	2011	0.259	5299	12946	0.934000015	1576824.875	0	3753487	5235404	905247	645199.9375	0.005	0.001	0.003	0	0.046	0.064000003	14	1
1	0	34080	2012	0.259	5299	12946	0.934000015	1469868.5	0	3624507.75	4793543.5	909433.625	569282.9375	0.005	0.001	0.003	0	0.046	0.064000003	15	1
1	0	34080	2013	0.259	5299	12946	0.934000015	1175931.375	0	3584234.75	4507797.5	843194.625	575176.0625	0.005	0.001	0.003	0	0.046	0.064000003	16	1
1	0	34080	2014	0.259	5299	12946	0.934000015	1272825.5	0	3594500.75	4467264	862387.0625	315242.4063	0.005	0.001	0.003	0	0.046	0.064000003	17	1
1	0	34080	2015	0.259	5299	12946	0.934000015	1351601	0	3792913.5	4508946	760203.875	402050.9063	0.005	0.001	0.003	0	0.046	0.064000003	18	1
1	0	34080	2016	0.259	5299	12946	0.934000015	1416082.375	0	3789797.33	4496934.5	763792.9375	443405.5938	0.005	0.001	0.003	0	0.046	0.064000003	19	1
1	0	35030	1995	0.156	8206	11537	0.975000024	1851000	24000	3085000			21000	0.002	0.009	0.001	0	0.001	0.043000001	-1	0
1	0	35030	1996	0.156	8206	11537	0.975000024	1922000	0	3079000			66000	0.002	0.009	0.001	0	0.001	0.043000001	0	1
1	1	35030	1997	0.156	8206	11537	0.975000024	2113000	0	3066000			73000	0.002	0.009	0.001	0	0.001	0.043000001	1	1
1	0	35030	1998	0.156	8206	11537	0.975000024	1973000	0	3228000			80000	0.002	0.009	0.001	0	0.001	0.043000001	2	1
1	0	35030	1999	0.156	8206	11537	0.975000024	2176000	17000	3284000			88000	0.002	0.009	0.001	0	0.001	0.043000001	3	1
1	0	35030	2000	0.156	8206	11537	0.975000024	2371000	14000	3488000			106000	0.002	0.009	0.001	0	0.001	0.043000001	4	1
1	0	35030	2001	0.156	8206	11537	0.975000024	2542000	0	3594000			105000	0.002	0.009	0.001	0	0.001	0.043000001	5	1
1	0	35030	2002	0.156	8206	11537	0.975000024	2711000	10000	3848000			104000	0.002	0.009	0.001	0	0.001	0.043000001	6	1
1	0	35030	2003	0.156	8206	11537	0.975000024	2933000	7000	4126000			111000	0.002	0.009	0.001	0	0.001	0.043000001	7	1
0	0	35030	2004	0.156	8206	11537	0.975000024	2807000	198000	4214000	3374000	654000	266000	0.002	0.009	0.001	0	0.001	0.043000001	8	1
0	0	35030	2005	0.156	8206	11537	0.975000024	3003000	6000	4381000	3098000	631000	266000	0.002	0.009	0.001	0	0.001	0.043000001	9	1
0	0	35030	2006	0.156	8206	11537	0.975000024	1039134.58	0	4718066.33	2977878.73	560454.83	299365.35	0.002	0.009	0.001	0	0.001	0.043000001	10	1
0	0	35030	2007	0.156	8206	11537	0.975000024	965212.625	0	5037633.6	3067360.61	515620.0625	269203.5	0.002	0.009	0.001	0	0.001	0.043000001	11	1
0	0	35030	2008	0.156	8206	11537	0.975000024	1025791.938	0	5211165.2	2985312.1	492961.2813	249737.8594	0.002	0.009	0.001	0	0.001	0.043000001	12	1
0	0	35030	2009	0.156	8206	11537	0.975000024	1028571.625	0	5169582	3021013.5	506511.2188	116352.4063	0.002	0.009	0.001	0	0.001	0.043000001	13	1
0	0	35030	2010	0.156	8206	11537	0.975000024	896815.75	0	5259280	3085462.25	476756.4688	49410.71094	0.002	0.009	0.001	0	0.001	0.043000001	14	1
0	0	35030	2011	0.156	8206	11537	0.975000024	863110.0625	0	5199113.5	2921215	378217.8438	61867.03906	0.002	0.009	0.001	0	0.001	0.043000001	15	1
0	0	35030	2012	0.156	8206	11537	0.975000024	882851.6875	0	5171727.5	2870061.25	378056.375	51897.23828	0.002	0.009	0.001	0	0.001	0.043000001	16	1
2	0	37010	1995	0.221	17737	45317	0.870000005	6055000	219000	4850000			1394000	0.035999998	0.041000001	0.023	0	0.008	0.090000004	-1	0
2	0	37010	1996	0.221	17737	45317	0.870000005	7232000	30000	4946000			1315000	0.035999998	0.041000001	0.023	0	0.008	0.090000004	0	1
2	1	37010	1997	0.221	17737	45317	0.870000005	7165000	23000	5338000			1285000	0.035999998	0.041000001	0.023	0	0.008	0.090000004	1	1
3	0	38170	1995	0.285	25234	59901	0.75	12442000	215000	6803000			2233000	0.187999994	0.007	0.014	0	0.01	0.148000002	0	1
3	1	38170	1996	0.285	25234	59901	0.75	13219000	80000	6153000			2205000	0.187999994	0.007	0.014	0	0.01	0.148000002	1	1
3	0	38170	1997	0.285	25234	59901	0.75	13676000	104000	6470000			2008000	0.187999994	0.007	0.014	0	0.01	0.148000002	2	1
3	0	38170	1998	0.285	25234	59901	0.75	13207000	68000	6654000			1837000	0.187999994	0.007	0.014	0	0.01	0.148000002	3	1
3	0	39010	1995	0.312	49767	107126	0.745999992	17862000	140000	15876000			3234000	0.187000006	0.006	0.017999999	0	0.014	0.119999997	-1	0
3	0	39010	1996	0.312	49767	107126	0.745999992	20362000	224000	16406000			3950000	0.187000006	0.006	0.017999999	0	0.014	0.119999997	0	1
3	1	39010	1997	0.312	49767	107126	0.745999992	21581000	188000	19914000			4455000	0.187000006	0.006	0.017999999	0	0.014	0.119999997	1	1
3	0	39010	1998	0.312	49767	107126	0.745999992	20554000	189000	21405000			5198000	0.187000006	0.006	0.017999999	0	0.014	0.119999997	2	1
1	0	39030	1995	0.255	7422	16356	0.791000009	3321000	55000	4742000			888000	0.143000007	0.006	0.015	0.001	0.017000001	0.072999999	-16	0
1	0	39030	1996	0.255	7422	16356	0.791000009	4544000	0	4854000			944000	0.143000007	0.006	0.015	0.001	0.017000001	0.072999999	-15	0
2	0	39030	1997	0.255	7422	16356	0.791000009	4241000	0	4940000			912000	0.143000007	0.006	0.015	0.001	0.017000001	0.072999999	-14	0
2	0	39030	1998	0.255	7422	16356	0.791000009	3979000	0	5223000			1069000	0.143000007	0.006	0.015	0.001	0.017000001	0.072999999	-13	0
2	0	39030	1999	0.255	7422	16356	0.791000009	4251000	0	6069000			1125000	0.143000007	0.006	0.015	0.001	0.017000001	0.072999999	-12	0
2	0	39030	2000	0.255	7422	16356	0.791000009	4611000	0	5677000			1182000	0.143000007	0.006	0.015	0.001	0.017000001	0.072999999	-11	0
2	0	39030	2001	0.255	7422	16356	0.791000009	4931000	0	4953000			1255000	0.143000007	0.006	0.015	0.001	0.017000001	0.072999999	-10	0
